,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Cx_lon,Cy_lat
13454,48,027,020401,1,1500000US480270204011,480270204011,1,BG,28465926,138139,-97.34705454,31.15193181
3096,48,027,020401,2,1500000US480270204012,480270204012,2,BG,2254052,0,-97.36639707,31.11244604
7264,48,027,020402,1,1500000US480270204021,480270204021,1,BG,56003784,342332,-97.29241849,31.12347856
9011,48,027,020500,1,1500000US480270205001,480270205001,1,BG,2268960,0,-97.32780637,31.13058301
10291,48,027,020500,2,1500000US480270205002,480270205002,2,BG,1421010,2569,-97.33188511,31.11464684
10292,48,027,020500,3,1500000US480270205003,480270205003,3,BG,773193,0,-97.33497642,31.10480477
2571,48,027,020600,1,1500000US480270206001,480270206001,1,BG,1154138,0,-97.34570395,31.11330379
15084,48,027,020600,2,1500000US480270206002,480270206002,2,BG,940537,0,-97.33969312,31.11991936
10293,48,027,020600,3,1500000US480270206003,480270206003,3,BG,488341,0,-97.34210745,31.11161729
15059,48,027,020701,1,1500000US480270207011,480270207011,1,BG,1128405,0,-97.3395773,31.09695395
2572,48,027,020701,2,1500000US480270207012,480270207012,2,BG,388925,0,-97.34537463,31.10161926
10294,48,027,020702,1,1500000US480270207021,480270207021,1,BG,2650667,0,-97.3543878,31.10416103
8956,48,027,020702,2,1500000US480270207022,480270207022,2,BG,1057472,0,-97.34682294,31.09174908
5086,48,027,020800,1,1500000US480270208001,480270208001,1,BG,26963102,94922,-97.29505659,31.06126701
4590,48,027,020800,2,1500000US480270208002,480270208002,2,BG,3002958,35102,-97.32307856,31.07428181
15097,48,027,020800,3,1500000US480270208003,480270208003,3,BG,1036888,0,-97.33267774,31.08810676
10295,48,027,020900,1,1500000US480270209001,480270209001,1,BG,12140019,92205,-97.33246171,31.05044374
459,48,027,020900,2,1500000US480270209002,480270209002,2,BG,569986,0,-97.34296092,31.0846947
11740,48,027,021000,1,1500000US480270210001,480270210001,1,BG,564724,0,-97.35269935,31.07211902
13890,48,027,021000,2,1500000US480270210002,480270210002,2,BG,478648,0,-97.35039456,31.08784835
14814,48,027,021000,3,1500000US480270210003,480270210003,3,BG,476179,0,-97.35213197,31.08320261
6196,48,027,021000,4,1500000US480270210004,480270210004,4,BG,1470475,0,-97.36093918,31.07903659
3311,48,027,021000,5,1500000US480270210005,480270210005,5,BG,342427,0,-97.35316413,31.07890579
15507,48,027,021000,6,1500000US480270210006,480270210006,6,BG,350649,6726,-97.35810247,31.08994012
6956,48,027,021100,1,1500000US480270211001,480270211001,1,BG,669492,0,-97.36769717,31.09251192
2573,48,027,021100,2,1500000US480270211002,480270211002,2,BG,626555,0,-97.37392984,31.08797748
12847,48,027,021100,3,1500000US480270211003,480270211003,3,BG,557128,0,-97.36688577,31.08592233
10296,48,027,021100,4,1500000US480270211004,480270211004,4,BG,795048,0,-97.38165901,31.08792807
1701,48,027,021100,5,1500000US480270211005,480270211005,5,BG,1394849,0,-97.37374407,31.07935612
3412,48,027,021201,1,1500000US480270212011,480270212011,1,BG,950424,1531,-97.37500989,31.10930858
2574,48,027,021201,2,1500000US480270212012,480270212012,2,BG,632921,1542,-97.38502283,31.11355439
10297,48,027,021201,3,1500000US480270212013,480270212013,3,BG,2397046,480,-97.3962904,31.11908879
7203,48,027,021202,1,1500000US480270212021,480270212021,1,BG,926460,135453,-97.36868056,31.10195456
10298,48,027,021202,2,1500000US480270212022,480270212022,2,BG,864627,0,-97.38182617,31.10497846
5621,48,027,021202,3,1500000US480270212023,480270212023,3,BG,2247649,7157,-97.38328742,31.09829718
11637,48,027,021203,1,1500000US480270212031,480270212031,1,BG,13428111,172183,-97.41068036,31.07881566
3751,48,027,021203,2,1500000US480270212032,480270212032,2,BG,1714330,0,-97.39107161,31.08302215
15076,48,027,021301,1,1500000US480270213011,480270213011,1,BG,514856,0,-97.37770047,31.06435185
8957,48,027,021301,2,1500000US480270213012,480270213012,2,BG,1281993,0,-97.38821008,31.05644346
8958,48,027,021301,3,1500000US480270213013,480270213013,3,BG,946345,0,-97.37842359,31.05763859
13891,48,027,021302,1,1500000US480270213021,480270213021,1,BG,1798363,15036,-97.38596523,31.07152359
10425,48,027,021302,2,1500000US480270213022,480270213022,2,BG,1621423,5085,-97.39703811,31.06333828
2055,48,027,021303,1,1500000US480270213031,480270213031,1,BG,16610500,346423,-97.37368799,31.04775355
5797,48,027,021303,2,1500000US480270213032,480270213032,2,BG,2942258,2059,-97.36542504,31.06168778
2576,48,027,021303,3,1500000US480270213033,480270213033,3,BG,881762,0,-97.37421961,31.07027362
5767,48,027,021400,1,1500000US480270214001,480270214001,1,BG,34278051,356525,-97.37820607,31.01723255
14414,48,027,021400,2,1500000US480270214002,480270214002,2,BG,41552024,363160,-97.30022937,31.0094366
12213,48,027,021400,3,1500000US480270214003,480270214003,3,BG,17963985,228593,-97.37038082,30.97342663
6162,48,027,021500,1,1500000US480270215001,480270215001,1,BG,7329008,442036,-97.44240231,31.04683432
2563,48,027,021500,2,1500000US480270215002,480270215002,2,BG,2333161,10355,-97.46871624,31.0376724
10341,48,027,021500,3,1500000US480270215003,480270215003,3,BG,51046249,594025,-97.45814222,31.01661237
3104,48,027,021601,1,1500000US480270216011,480270216011,1,BG,857644,28450,-97.45214009,31.0615957
4150,48,027,021601,2,1500000US480270216012,480270216012,2,BG,1344745,20388,-97.45835656,31.05535891
10342,48,027,021601,3,1500000US480270216013,480270216013,3,BG,537612,15933,-97.46894672,31.0566252
4440,48,027,021601,4,1500000US480270216014,480270216014,4,BG,1223695,0,-97.47414783,31.05083654
5845,48,027,021601,5,1500000US480270216015,480270216015,5,BG,8967663,69999,-97.50540725,31.0616726
2564,48,027,021602,1,1500000US480270216021,480270216021,1,BG,13005862,269766,-97.49480793,31.07585283
14692,48,027,021700,1,1500000US480270217001,480270217001,1,BG,11959215,32837,-97.49614219,31.09088658
13455,48,027,021700,2,1500000US480270217002,480270217002,2,BG,5840486,3594346,-97.48938932,31.10537941
2565,48,027,021700,3,1500000US480270217003,480270217003,3,BG,948780,16316,-97.45221146,31.0669922
10343,48,027,021700,4,1500000US480270217004,480270217004,4,BG,2820630,99979,-97.45051321,31.07914096
12125,48,027,021800,1,1500000US480270218001,480270218001,1,BG,37151117,10035522,-97.57796793,31.04542679
13837,48,027,021800,2,1500000US480270218002,480270218002,2,BG,19532093,178519,-97.56345093,31.0746482
10377,48,027,021800,3,1500000US480270218003,480270218003,3,BG,5313039,53979,-97.62356952,31.08478667
4804,48,027,021901,1,1500000US480270219011,480270219011,1,BG,897065,0,-97.64773776,31.07670039
7200,48,027,021901,2,1500000US480270219012,480270219012,2,BG,924798,0,-97.67863127,31.07647663
4151,48,027,021901,3,1500000US480270219013,480270219013,3,BG,1129211,1217,-97.66286942,31.07556187
8961,48,027,021901,4,1500000US480270219014,480270219014,4,BG,770068,0,-97.67092338,31.07892321
3376,48,027,021903,1,1500000US480270219031,480270219031,1,BG,1622658,274,-97.67006495,31.06394917
12288,48,027,021903,2,1500000US480270219032,480270219032,2,BG,2279805,1689,-97.65754867,31.0662679
4199,48,027,021903,3,1500000US480270219033,480270219033,3,BG,3587158,2442,-97.66562463,31.04960157
5210,48,027,021904,1,1500000US480270219041,480270219041,1,BG,3855256,14830,-97.64475007,31.05741309
14895,48,027,021904,2,1500000US480270219042,480270219042,2,BG,1684925,3894,-97.63091555,31.06813501
9007,48,027,021904,3,1500000US480270219043,480270219043,3,BG,13602061,4065970,-97.63577023,31.02812885
4496,48,027,021904,4,1500000US480270219044,480270219044,4,BG,1379439,0,-97.63895289,31.07409975
8955,48,027,022000,1,1500000US480270220001,480270220001,1,BG,46684855,9302188,-97.58580887,31.12001615
6020,48,027,022000,2,1500000US480270220002,480270220002,2,BG,1803368,4865,-97.65678242,31.08331317
12749,48,027,022000,3,1500000US480270220003,480270220003,3,BG,1941648,55855,-97.66104439,31.09253661
5396,48,027,022000,4,1500000US480270220004,480270220004,4,BG,642449,0,-97.67027435,31.08746021
12507,48,027,022101,1,1500000US480270221011,480270221011,1,BG,821164,0,-97.70088886,31.13013916
10379,48,027,022101,2,1500000US480270221012,480270221012,2,BG,686678,0,-97.69348928,31.12143406
3657,48,027,022101,3,1500000US480270221013,480270221013,3,BG,679884,0,-97.70414104,31.1234062
2568,48,027,022101,4,1500000US480270221014,480270221014,4,BG,161883,0,-97.69865521,31.1222478
6954,48,027,022103,1,1500000US480270221031,480270221031,1,BG,1080221,0,-97.69598485,31.13523511
10383,48,027,022103,2,1500000US480270221032,480270221032,2,BG,1460638,1744,-97.68739861,31.12991361
1703,48,027,022104,1,1500000US480270221041,480270221041,1,BG,556137,0,-97.68512502,31.11999052
8963,48,027,022104,2,1500000US480270221042,480270221042,2,BG,316180,0,-97.67448213,31.11956269
1702,48,027,022104,3,1500000US480270221043,480270221043,3,BG,471209,0,-97.67928517,31.11955797
1699,48,027,022104,4,1500000US480270221044,480270221044,4,BG,442005,0,-97.6685254,31.11847771
8962,48,027,022105,1,1500000US480270221051,480270221051,1,BG,1093911,0,-97.67782458,31.12886134
6997,48,027,022105,2,1500000US480270221052,480270221052,2,BG,875274,634,-97.66920029,31.12658341
10380,48,027,022200,1,1500000US480270222001,480270222001,1,BG,595100,0,-97.71422023,31.11895192
72,48,027,022200,2,1500000US480270222002,480270222002,2,BG,1582183,0,-97.7012502,31.11471307
15719,48,027,022200,3,1500000US480270222003,480270222003,3,BG,2984662,66252,-97.67910003,31.11023709
4995,48,027,022300,1,1500000US480270223001,480270223001,1,BG,1803321,59456,-97.70135797,31.10687015
4266,48,027,022300,2,1500000US480270223002,480270223002,2,BG,831014,0,-97.70969869,31.10332806
3746,48,027,022300,3,1500000US480270223003,480270223003,3,BG,2146613,30316,-97.68268674,31.09923282
11832,48,027,022300,4,1500000US480270223004,480270223004,4,BG,4022454,41181,-97.68763648,31.08764717
3265,48,027,022401,1,1500000US480270224011,480270224011,1,BG,713333,0,-97.7163653,31.09926322
829,48,027,022401,2,1500000US480270224012,480270224012,2,BG,3126693,0,-97.70599518,31.09117366
9006,48,027,022402,1,1500000US480270224021,480270224021,1,BG,5858938,2466,-97.68470797,31.04260796
2406,48,027,022402,2,1500000US480270224022,480270224022,2,BG,1122268,826,-97.68343907,31.05533307
3875,48,027,022403,1,1500000US480270224031,480270224031,1,BG,388743,0,-97.69968625,31.06676077
15406,48,027,022403,2,1500000US480270224032,480270224032,2,BG,1402145,3935,-97.70724888,31.06747017
9013,48,027,022403,3,1500000US480270224033,480270224033,3,BG,334333,0,-97.70011257,31.07432056
11872,48,027,022404,1,1500000US480270224041,480270224041,1,BG,4127416,9780,-97.68925637,31.06681541
1700,48,027,022404,2,1500000US480270224042,480270224042,2,BG,775851,13255,-97.70439167,31.05798841
14198,48,027,022405,1,1500000US480270224051,480270224051,1,BG,335786,0,-97.71910689,31.0858489
9012,48,027,022405,2,1500000US480270224052,480270224052,2,BG,2037596,553,-97.710413,31.0792841
8482,48,027,022501,1,1500000US480270225011,480270225011,1,BG,747526,5437,-97.72214973,31.10926823
13838,48,027,022501,2,1500000US480270225012,480270225012,2,BG,505275,1184,-97.72376063,31.10395016
10381,48,027,022501,3,1500000US480270225013,480270225013,3,BG,473261,0,-97.72516398,31.09947217
15431,48,027,022501,4,1500000US480270225014,480270225014,4,BG,536544,0,-97.72619355,31.09509076
2567,48,027,022502,1,1500000US480270225021,480270225021,1,BG,8011476,36593,-97.72846766,31.06423275
11809,48,027,022502,2,1500000US480270225022,480270225022,2,BG,11078122,31536,-97.7169579,31.04097712
96,48,027,022502,3,1500000US480270225023,480270225023,3,BG,2592043,272,-97.72670316,31.08453545
5252,48,027,022600,1,1500000US480270226001,480270226001,1,BG,526966,0,-97.71878995,31.12746527
5038,48,027,022600,2,1500000US480270226002,480270226002,2,BG,239483,0,-97.71089188,31.12745033
11818,48,027,022600,3,1500000US480270226003,480270226003,3,BG,323322,0,-97.71227406,31.124098
2569,48,027,022600,4,1500000US480270226004,480270226004,4,BG,298551,0,-97.72200817,31.12195547
3686,48,027,022600,5,1500000US480270226005,480270226005,5,BG,837206,12988,-97.71902247,31.11522777
14772,48,027,022801,1,1500000US480270228011,480270228011,1,BG,445513,0,-97.73368418,31.13165263
10382,48,027,022801,2,1500000US480270228012,480270228012,2,BG,326201,0,-97.72722377,31.12790798
558,48,027,022801,3,1500000US480270228013,480270228013,3,BG,331650,0,-97.72573319,31.13111666
12051,48,027,022900,1,1500000US480270229001,480270229001,1,BG,1136139,6915,-97.73432005,31.11588004
4589,48,027,022900,2,1500000US480270229002,480270229002,2,BG,522465,0,-97.74161532,31.10653359
6653,48,027,022900,3,1500000US480270229003,480270229003,3,BG,397966,0,-97.74301416,31.11244924
13839,48,027,022900,4,1500000US480270229004,480270229004,4,BG,265372,0,-97.73706609,31.11057624
3461,48,027,023000,1,1500000US480270230001,480270230001,1,BG,298204,0,-97.73141906,31.10979558
2570,48,027,023000,2,1500000US480270230002,480270230002,2,BG,1157124,0,-97.73409945,31.10220944
7150,48,027,023000,3,1500000US480270230003,480270230003,3,BG,1681670,0,-97.73993509,31.0898502
10378,48,027,023000,4,1500000US480270230004,480270230004,4,BG,4946438,8545,-97.7514979,31.06801204
15068,48,027,023103,1,1500000US480270231031,480270231031,1,BG,688367,0,-97.74550186,31.10224997
4603,48,027,023103,2,1500000US480270231032,480270231032,2,BG,660985,0,-97.74886202,31.09587673
2575,48,027,023103,3,1500000US480270231033,480270231033,3,BG,797101,0,-97.75693022,31.09610073
10299,48,027,023103,4,1500000US480270231034,480270231034,4,BG,407194,0,-97.76305721,31.09778776
6208,48,027,023104,1,1500000US480270231041,480270231041,1,BG,807990,0,-97.75892609,31.10580318
15269,48,027,023104,2,1500000US480270231042,480270231042,2,BG,1015770,0,-97.75289133,31.10814014
14033,48,027,023105,1,1500000US480270231051,480270231051,1,BG,13084657,66402,-97.78738724,31.06896492
13546,48,027,023105,2,1500000US480270231052,480270231052,2,BG,4461206,63898,-97.80585306,31.08478375
8965,48,027,023106,1,1500000US480270231061,480270231061,1,BG,4045382,25093,-97.80607261,31.10109218
10191,48,027,023106,2,1500000US480270231062,480270231062,2,BG,726641,8994,-97.79225638,31.0927229
10192,48,027,023106,3,1500000US480270231063,480270231063,3,BG,1120689,2192,-97.78913366,31.10641105
2407,48,027,023106,4,1500000US480270231064,480270231064,4,BG,2076038,28274,-97.8026815,31.11142947
15204,48,027,023107,1,1500000US480270231071,480270231071,1,BG,1245883,1234,-97.75441358,31.08152479
2566,48,027,023107,2,1500000US480270231072,480270231072,2,BG,874406,0,-97.75101864,31.0889086
12729,48,027,023107,3,1500000US480270231073,480270231073,3,BG,1511271,0,-97.76705154,31.08601047
14218,48,027,023107,4,1500000US480270231074,480270231074,4,BG,282846,0,-97.76386759,31.09187554
12166,48,027,023108,1,1500000US480270231081,480270231081,1,BG,1561901,1352,-97.77990089,31.10435719
3874,48,027,023108,2,1500000US480270231082,480270231082,2,BG,1842457,3138,-97.78187617,31.09079294
8964,48,027,023108,3,1500000US480270231083,480270231083,3,BG,1152580,56036,-97.7708772,31.11180031
12330,48,027,023108,4,1500000US480270231084,480270231084,4,BG,1048289,0,-97.77174194,31.09697303
173,48,027,023108,5,1500000US480270231085,480270231085,5,BG,696554,0,-97.76778006,31.10392748
9010,48,027,023201,1,1500000US480270232011,480270232011,1,BG,1565401,0,-97.76177304,31.1268101
6752,48,027,023201,2,1500000US480270232012,480270232012,2,BG,1619806,0,-97.74909249,31.12782111
3873,48,027,023202,1,1500000US480270232021,480270232021,1,BG,2776849,0,-97.76047316,31.13841779
316,48,027,023202,2,1500000US480270232022,480270232022,2,BG,6237032,90996,-97.78490971,31.12251858
11549,48,027,023203,1,1500000US480270232031,480270232031,1,BG,881882,0,-97.7512408,31.11569362
14410,48,027,023203,2,1500000US480270232032,480270232032,2,BG,1234260,0,-97.75918613,31.11924441
7148,48,027,023204,1,1500000US480270232041,480270232041,1,BG,22575310,75935,-97.67224201,31.13677511
3607,48,027,023204,2,1500000US480270232042,480270232042,2,BG,2272482,0,-97.74075919,31.13837254
8898,48,027,023300,1,1500000US480270233001,480270233001,1,BG,105277031,654718,-97.79035584,30.94136536
13840,48,027,023300,2,1500000US480270233002,480270233002,2,BG,93077068,633376,-97.82498526,31.00989258
8837,48,027,023300,3,1500000US480270233003,480270233003,3,BG,55531073,1563974,-97.70923855,31.00623904
10422,48,027,023402,1,1500000US480270234021,480270234021,1,BG,176911927,2577437,-97.24359905,30.95659467
12201,48,027,023402,2,1500000US480270234022,480270234022,2,BG,13741500,143605,-97.22186736,30.930379
7073,48,027,023402,3,1500000US480270234023,480270234023,3,BG,179976629,2151950,-97.3440117,30.85945147
10423,48,027,023402,4,1500000US480270234024,480270234024,4,BG,13059893,80854,-97.40027843,30.88436535
9005,48,027,023403,1,1500000US480270234031,480270234031,1,BG,108106153,6428295,-97.46922285,30.96332623
10424,48,027,023403,2,1500000US480270234032,480270234032,2,BG,23295559,123526,-97.53704527,30.96700149
8966,48,027,023403,3,1500000US480270234033,480270234033,3,BG,21602296,113572,-97.49252846,30.93962529
8967,48,027,023403,4,1500000US480270234034,480270234034,4,BG,12360084,99022,-97.54468838,30.93574242
12853,48,027,023404,1,1500000US480270234041,480270234041,1,BG,174654610,1022678,-97.47797771,30.85889001
8563,48,027,023404,2,1500000US480270234042,480270234042,2,BG,188684732,6027881,-97.63323465,30.93715917
